case_number,date,year,month,day_of_week,hour,community_area_name,victimization_primary,incident_primary,gunshot_injury_i,age,sex,race,is_homicide_victim,is_nonfatal_shooting_victim,is_gun_violence_victim
HS480338,2010-08-25 08:55:00,2010,8,4,8,CHATHAM,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS487014,2010-08-28 18:41:00,2010,8,7,18,CHATHAM,BATTERY,BATTERY,YES,0-19,F,BLK,0,1,1
HS492919,2010-09-01 03:46:00,2010,9,4,3,CHATHAM,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS519161,2010-09-17 00:10:00,2010,9,6,0,CHATHAM,BATTERY,BATTERY,YES,30-39,M,BLK,0,1,1
HS528303,2010-09-21 18:30:00,2010,9,3,18,CHATHAM,BATTERY,BATTERY,YES,UNKNOWN,UNKNOWN,UNKNOWN,0,1,1
HS529222,2010-09-23 03:41:00,2010,9,5,3,CHATHAM,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS542278,2010-09-30 22:05:00,2010,9,5,22,CHATHAM,ROBBERY,ROBBERY,YES,20-29,M,BLK,0,1,1
HS543455,2010-10-01 11:30:00,2010,10,6,11,CHATHAM,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS544072,2010-10-02 01:00:00,2010,10,7,1,CHATHAM,ROBBERY,ROBBERY,YES,0-19,M,BLK,0,1,1
HS554736,2010-10-08 19:40:00,2010,10,6,19,CHATHAM,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS556996,2010-10-10 03:30:00,2010,10,1,3,CHATHAM,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS582681,2010-10-25 20:50:00,2010,10,2,20,CHATHAM,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS582515,2010-10-25 21:08:00,2010,10,2,21,CHATHAM,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS643247,2010-12-02 20:53:00,2010,12,5,20,CHATHAM,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS658790,2010-12-10 10:00:00,2010,12,6,10,CHATHAM,BATTERY,BATTERY,YES,30-39,F,BLK,0,1,1
HS657674,2010-12-12 17:00:00,2010,12,1,17,CHATHAM,BATTERY,BATTERY,YES,UNKNOWN,UNKNOWN,UNKNOWN,0,1,1
HS671307,2010-12-21 21:45:00,2010,12,3,21,CHATHAM,BATTERY,BATTERY,YES,30-39,M,BLK,0,1,1
HS104874,2010-01-04 17:15:00,2010,1,2,17,CHICAGO LAWN,HOMICIDE,HOMICIDE,YES,0-19,M,WWH,1,0,1
HS105845,2010-01-05 11:43:00,2010,1,3,11,CHICAGO LAWN,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS109979,2010-01-07 21:33:04,2010,1,5,21,CHICAGO LAWN,ROBBERY,ROBBERY,YES,UNKNOWN,UNKNOWN,UNKNOWN,0,1,1
HS118983,2010-01-13 20:54:00,2010,1,4,20,CHICAGO LAWN,ROBBERY,ROBBERY,YES,30-39,M,BLK,0,1,1
HS121742,2010-01-15 15:23:00,2010,1,6,15,CHICAGO LAWN,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS123223,2010-01-16 13:43:00,2010,1,7,13,CHICAGO LAWN,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS126431,2010-01-18 19:07:00,2010,1,2,19,CHICAGO LAWN,BATTERY,BATTERY,YES,30-39,M,BLK,0,1,1
HS144799,2010-01-31 03:54:00,2010,1,1,3,CHICAGO LAWN,BATTERY,BATTERY,YES,0-19,F,BLK,0,1,1
HS150374,2010-02-04 00:53:00,2010,2,5,0,CHICAGO LAWN,BATTERY,BATTERY,YES,30-39,M,BLK,0,1,1
HS164445,2010-02-14 02:00:00,2010,2,1,2,CHICAGO LAWN,BATTERY,BATTERY,YES,20-29,M,WWH,0,1,1
HS193199,2010-03-05 16:48:00,2010,3,6,16,CHICAGO LAWN,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS193461,2010-03-05 19:31:34,2010,3,6,19,CHICAGO LAWN,BATTERY,BATTERY,YES,UNKNOWN,UNKNOWN,UNKNOWN,0,1,1
HS196730,2010-03-08 07:40:00,2010,3,2,7,CHICAGO LAWN,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS202526,2010-03-11 14:53:00,2010,3,5,14,CHICAGO LAWN,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS202526,2010-03-11 14:53:00,2010,3,5,14,CHICAGO LAWN,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS210818,2010-03-16 17:00:00,2010,3,3,17,CHICAGO LAWN,BATTERY,BATTERY,YES,30-39,M,WWH,0,1,1
HS210818,2010-03-16 17:00:00,2010,3,3,17,CHICAGO LAWN,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS219093,2010-03-21 18:15:00,2010,3,1,18,CHICAGO LAWN,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS222649,2010-03-23 21:55:00,2010,3,3,21,CHICAGO LAWN,ROBBERY,ROBBERY,YES,20-29,M,BLK,0,1,1
HS227537,2010-03-26 21:12:00,2010,3,6,21,CHICAGO LAWN,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS228752,2010-03-27 16:15:00,2010,3,7,16,CHICAGO LAWN,ROBBERY,ROBBERY,YES,20-29,M,BLK,0,1,1
HS229048,2010-03-27 20:00:00,2010,3,7,20,CHICAGO LAWN,ROBBERY,ROBBERY,YES,UNKNOWN,UNKNOWN,UNKNOWN,0,1,1
HS229556,2010-03-28 03:46:00,2010,3,1,3,CHICAGO LAWN,HOMICIDE,HOMICIDE,YES,20-29,M,WWH,1,0,1
HS235730,2010-04-01 01:47:00,2010,4,5,1,CHICAGO LAWN,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS241629,2010-04-04 18:30:00,2010,4,1,18,CHICAGO LAWN,BATTERY,BATTERY,YES,30-39,M,BLK,0,1,1
HS242997,2010-04-05 18:05:00,2010,4,2,18,CHICAGO LAWN,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS243072,2010-04-05 18:45:00,2010,4,2,18,CHICAGO LAWN,BATTERY,BATTERY,YES,0-19,F,BLK,0,1,1
HS254127,2010-04-08 09:05:00,2010,4,5,9,CHICAGO LAWN,HOMICIDE,HOMICIDE,NO,0-19,F,BLK,1,0,1
HS249996,2010-04-09 22:20:00,2010,4,6,22,CHICAGO LAWN,BATTERY,BATTERY,YES,20-29,F,BLK,0,1,1
HS249996,2010-04-09 22:20:00,2010,4,6,22,CHICAGO LAWN,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS250818,2010-04-10 12:30:00,2010,4,7,12,CHICAGO LAWN,BATTERY,BATTERY,YES,50-59,M,WWH,0,1,1
HS254489,2010-04-12 20:40:00,2010,4,2,20,CHICAGO LAWN,BATTERY,BATTERY,YES,20-29,F,BLK,0,1,1
HS256531,2010-04-14 04:25:00,2010,4,4,4,CHICAGO LAWN,HOMICIDE,HOMICIDE,YES,0-19,F,BLK,1,0,1
HS256531,2010-04-14 04:25:00,2010,4,4,4,CHICAGO LAWN,HOMICIDE,HOMICIDE,YES,0-19,M,BLK,1,0,1
HS256531,2010-04-14 04:25:00,2010,4,4,4,CHICAGO LAWN,HOMICIDE,HOMICIDE,YES,0-19,F,BLK,1,0,1
HS256531,2010-04-14 04:25:00,2010,4,4,4,CHICAGO LAWN,HOMICIDE,HOMICIDE,YES,0-19,F,BLK,1,0,1
HS256531,2010-04-14 04:25:00,2010,4,4,4,CHICAGO LAWN,HOMICIDE,HOMICIDE,YES,50-59,F,BLK,1,0,1
HS259410,2010-04-15 17:32:00,2010,4,5,17,CHICAGO LAWN,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS259515,2010-04-15 18:27:00,2010,4,5,18,CHICAGO LAWN,BATTERY,BATTERY,YES,40-49,M,WWH,0,1,1
HS259515,2010-04-15 18:27:00,2010,4,5,18,CHICAGO LAWN,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS263839,2010-04-18 13:05:00,2010,4,1,13,CHICAGO LAWN,BATTERY,BATTERY,YES,UNKNOWN,UNKNOWN,UNKNOWN,0,1,1
HS266152,2010-04-19 21:40:00,2010,4,2,21,CHICAGO LAWN,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS268559,2010-04-21 15:16:57,2010,4,4,15,CHICAGO LAWN,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS269410,2010-04-21 22:35:40,2010,4,4,22,CHICAGO LAWN,BATTERY,BATTERY,YES,UNKNOWN,UNKNOWN,UNKNOWN,0,1,1
HS271173,2010-04-22 23:43:00,2010,4,5,23,CHICAGO LAWN,BATTERY,BATTERY,YES,30-39,M,BLK,0,1,1
HS293249,2010-05-05 22:33:00,2010,5,4,22,CHICAGO LAWN,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS306377,2010-05-13 21:40:00,2010,5,5,21,CHICAGO LAWN,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS314592,2010-05-18 21:20:00,2010,5,3,21,CHICAGO LAWN,HOMICIDE,HOMICIDE,YES,30-39,M,BLK,1,0,1
HS325539,2010-05-25 12:50:39,2010,5,3,12,CHICAGO LAWN,BATTERY,BATTERY,YES,UNKNOWN,UNKNOWN,UNKNOWN,0,1,1
HS326752,2010-05-26 03:10:00,2010,5,4,3,CHICAGO LAWN,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS330200,2010-05-27 22:49:00,2010,5,5,22,CHICAGO LAWN,BATTERY,BATTERY,YES,0-19,M,WWH,0,1,1
HS330200,2010-05-27 22:49:00,2010,5,5,22,CHICAGO LAWN,BATTERY,BATTERY,YES,0-19,M,WWH,0,1,1
HS334969,2010-05-30 23:30:00,2010,5,1,23,CHICAGO LAWN,BATTERY,BATTERY,YES,UNKNOWN,UNKNOWN,UNKNOWN,0,1,1
HS336320,2010-05-31 22:14:00,2010,5,2,22,CHICAGO LAWN,BATTERY,BATTERY,YES,20-29,M,WWH,0,1,1
HS336320,2010-05-31 22:14:00,2010,5,2,22,CHICAGO LAWN,BATTERY,BATTERY,YES,40-49,F,WWH,0,1,1
HS340777,2010-06-03 14:41:00,2010,6,5,14,CHICAGO LAWN,BATTERY,BATTERY,YES,UNKNOWN,UNKNOWN,UNKNOWN,0,1,1
HS351147,2010-06-09 17:35:00,2010,6,4,17,CHICAGO LAWN,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS351634,2010-06-09 22:28:00,2010,6,4,22,CHICAGO LAWN,BATTERY,BATTERY,YES,0-19,F,WWH,0,1,1
HS351634,2010-06-09 22:28:00,2010,6,4,22,CHICAGO LAWN,BATTERY,BATTERY,YES,0-19,F,WWH,0,1,1
HS357848,2010-06-13 15:50:00,2010,6,1,15,CHICAGO LAWN,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS363653,2010-06-16 22:30:00,2010,6,4,22,CHICAGO LAWN,BATTERY,BATTERY,YES,20-29,M,WWH,0,1,1
HS368808,2010-06-19 23:10:00,2010,6,7,23,CHICAGO LAWN,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS370284,2010-06-20 22:20:00,2010,6,1,22,CHICAGO LAWN,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS370291,2010-06-20 22:28:00,2010,6,1,22,CHICAGO LAWN,BATTERY,BATTERY,YES,0-19,M,WWH,0,1,1
HS370291,2010-06-20 22:28:00,2010,6,1,22,CHICAGO LAWN,BATTERY,BATTERY,YES,0-19,M,WWH,0,1,1
HS372343,2010-06-22 01:20:00,2010,6,3,1,CHICAGO LAWN,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS375309,2010-06-23 18:00:00,2010,6,4,18,CHICAGO LAWN,BATTERY,BATTERY,YES,30-39,M,WWH,0,1,1
HS380889,2010-06-27 00:50:00,2010,6,1,0,CHICAGO LAWN,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS389185,2010-07-01 18:09:00,2010,7,5,18,CHICAGO LAWN,BATTERY,BATTERY,YES,70-79,M,BLK,0,1,1
HS397518,2010-07-06 21:00:00,2010,7,3,21,CHICAGO LAWN,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS403075,2010-07-10 00:28:00,2010,7,7,0,CHICAGO LAWN,BATTERY,BATTERY,YES,30-39,F,BLK,0,1,1
HS403075,2010-07-10 00:28:00,2010,7,7,0,CHICAGO LAWN,BATTERY,BATTERY,YES,20-29,F,BLK,0,1,1
HS404276,2010-07-10 19:10:00,2010,7,7,19,CHICAGO LAWN,BATTERY,BATTERY,YES,0-19,M,WWH,0,1,1
HS407180,2010-07-12 16:52:00,2010,7,2,16,CHICAGO LAWN,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS414601,2010-07-16 23:00:00,2010,7,6,23,CHICAGO LAWN,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS414601,2010-07-16 23:00:00,2010,7,6,23,CHICAGO LAWN,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS418562,2010-07-19 12:02:00,2010,7,2,12,CHICAGO LAWN,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS422904,2010-07-21 21:58:00,2010,7,4,21,CHICAGO LAWN,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS424489,2010-07-22 19:30:00,2010,7,5,19,CHICAGO LAWN,BATTERY,BATTERY,YES,0-19,M,WWH,0,1,1
HS425093,2010-07-23 06:27:00,2010,7,6,6,CHICAGO LAWN,HOMICIDE,HOMICIDE,NO,30-39,M,WWH,1,0,1
HS440295,2010-08-01 11:28:00,2010,8,1,11,CHICAGO LAWN,ROBBERY,ROBBERY,YES,50-59,M,BLK,0,1,1
HS442154,2010-08-02 17:36:48,2010,8,2,17,CHICAGO LAWN,BATTERY,BATTERY,YES,UNKNOWN,UNKNOWN,UNKNOWN,0,1,1
HS449423,2010-08-06 19:10:00,2010,8,6,19,CHICAGO LAWN,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS451372,2010-08-07 23:40:00,2010,8,7,23,CHICAGO LAWN,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS451513,2010-08-08 00:30:00,2010,8,1,0,CHICAGO LAWN,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS451524,2010-08-08 02:36:00,2010,8,1,2,CHICAGO LAWN,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS456153,2010-08-10 21:26:00,2010,8,3,21,CHICAGO LAWN,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS456153,2010-08-10 21:26:00,2010,8,3,21,CHICAGO LAWN,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS458202,2010-08-12 02:15:00,2010,8,5,2,CHICAGO LAWN,BATTERY,BATTERY,YES,20-29,F,BLK,0,1,1
HS461667,2010-08-14 03:04:00,2010,8,7,3,CHICAGO LAWN,HOMICIDE,HOMICIDE,NO,20-29,M,WWH,1,0,1
HS462819,2010-08-14 20:45:00,2010,8,7,20,CHICAGO LAWN,BATTERY,BATTERY,YES,30-39,M,BLK,0,1,1
HS462819,2010-08-14 20:45:00,2010,8,7,20,CHICAGO LAWN,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS462819,2010-08-14 20:45:00,2010,8,7,20,CHICAGO LAWN,BATTERY,BATTERY,YES,0-19,F,BLK,0,1,1
HS469786,2010-08-18 22:00:00,2010,8,4,22,CHICAGO LAWN,BATTERY,BATTERY,YES,40-49,M,BLK,0,1,1
HS469782,2010-08-18 22:29:00,2010,8,4,22,CHICAGO LAWN,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HS478718,2010-08-24 12:10:00,2010,8,3,12,CHICAGO LAWN,BATTERY,BATTERY,YES,40-49,M,WWH,0,1,1
